Name,close
A,49.202025416997614
AAL,38.39325226370135
AAP,132.43346306592534
AAPL,109.06669849086576
ABBV,60.864440031771245
ABC,82.09297855440826
ABT,42.940325655281974
ACN,101.11907863383638
ADBE,90.45815639396346
ADI,60.9319320889595
ADM,42.402112787926924
ADP,87.00940111199364
ADS,241.04405083399524
ADSK,64.19433582208102
AEE,45.00293884034948
AEP,58.46613979348689
AES,12.340048451151707
AET,104.82171167593329
AFL,66.1223868149325
AGN,222.2610325655282
AIG,55.70654487688641
AIV,37.490659253375696
AIZ,75.40227164416204
AJG,48.62541699761716
AKAM,56.625419301032565
ALB,75.36178316123907
ALGN,83.66451826846705
ALK,61.76706513105639
ALL,67.22848292295473
ALLE,64.18211194731892
ALXN,142.51771008737092
AMAT,25.8389253375695
AMD,5.6018625893566325
AME,52.3570293884035
AMG,179.1746624305004
AMGN,146.00447537728354
AMP,114.11168387609213
AMT,101.03915806195393
AMZN,576.88004050834
ANDV,77.7200198570294
ANSS,93.60052343129468
ANTM,134.282239872915
AON,99.11863383637808
AOS,36.46065329626688
APA,64.07328435266083
APC,72.24023034154091
APD,132.61769658459093
APH,56.87292692613185
APTV,89.49386363636364
ARE,91.98567911040509
ARNC,31.40175536139793
ATVI,32.739281175536135
AVB,161.80311358220808
AVGO,130.74567712470215
AVY,64.47580619539316
AWK,60.15078633836378
AXP,78.6160127084988
AYI,166.89218427323274
AZO,619.7036536934074
BA,149.90598888006355
BAC,17.704177918983323
BAX,59.334718030182685
BBT,38.97519062748213
BBY,37.89544876886418
BDX,147.0200873709293
BEN,46.09075814138205
BF.B,46.25262907069102
BHF,60.13965734265734
BHGE,33.89052631578947
BIIB,295.41326401906275
BK,40.21694996028594
BLK,348.6289674344718
BLL,33.175079428117556
BMY,56.85287987271281
BRK.B,142.28079428117553
BSX,17.90389197776013
BWA,47.59609610802224
BXP,121.7214217633042
C,53.46795075456711
CA,30.663517871326448
CAG,37.4159253375695
CAH,72.31219221604448
CAT,92.93962668784751
CB,115.32315329626688
CBG,31.345925337569497
CBOE,66.13187688641779
CBS,56.216473391580614
CCI,85.1435941223193
CCL,47.598093725178714
CDNS,22.60309769658459
CELG,101.31071532962669
CERN,59.11763542494043
CF,41.47941064336775
CFG,28.815041176470586
CHD,41.195778395552026
CHK,13.681326449563146
CHRW,67.7632176330421
CHTR,208.0883891183479
CI,123.2345194598888
CINF,59.416814932486105
CL,67.45219618745035
CLX,111.49233518665608
CMA,51.67407863383638
CMCSA,30.003741461477365
CME,95.38709849086577
CMG,493.2560079428118
CMI,134.6449324861001
CMS,36.28522637013503
CNC,56.32398729150119
CNP,23.549527402700555
COF,76.74967434471803
COG,28.65496822875298
COL,88.80756949960286
COO,165.3405718824464
COP,57.45326449563146
COST,142.41504281175537
COTY,20.83711849957374
CPB,49.86478951548848
CRM,69.10968625893567
CSCO,27.743812946783162
CSRA,28.870098039215687
CSX,33.851600476568706
CTAS,88.41803097696585
CTL,30.06823272438443
CTSH,55.39348014297061
CTXS,73.04606433677522
CVS,82.42001588562351
CVX,109.969
CXO,116.35337569499602
D,70.84073073868149
DAL,40.2445552025417
DE,94.80416203335982
DFS,58.00950754567117
DG,69.58420571882446
DGX,74.46902382843527
DHI,28.433153296266877
DHR,81.44905068382944
DIS,92.98108022239872
DISCA,43.86043367752184
DISCK,41.26804050833996
DISH,56.71832883240668
DLR,79.48783161239078
DLTR,70.94902065131056
DOV,77.86285146942018
DPS,74.99412231930104
DRE,21.42468625893566
DRI,63.66404289118348
DTE,85.24238284352661
DUK,76.425941223193
DVA,68.47084988085783
DVN,50.06304606830818
DWDP,71.4248623853211
DXC,85.93241860465116
EA,61.61553542494043
EBAY,42.33258220810167
ECL,112.45897537728356
ED,67.22300238284352
EFX,97.46656870532169
EIX,63.14673947577442
EL,83.97610802223987
EMN,77.26507545671167
EMR,58.72511914217633
EOG,88.37085782366958
EQIX,290.4308880063543
EQR,65.61652104845115
EQT,75.41602859412232
ES,51.28571257005605
ESRX,72.25398610007943
ESS,207.71353455123113
ETFC,26.7899221604448
ETN,67.78467831612392
ETR,73.48193010325656
EVHC,52.57395622895623
EW,73.64446783161239
EXC,33.67821286735504
EXPD,47.843267672756156
EXPE,100.08482287529786
EXR,66.69532168387609
F,14.10263701350278
FAST,45.55820969023034
FB,96.47861032565528
FBHS,50.411179507545675
FCX,20.7663701350278
FDX,162.3173153296267
FE,34.048872120730735
FFIV,113.29063947577444
FIS,65.95638999205718
FISV,85.26878276409849
FITB,21.300814138204924
FL,53.64710087370929
FLIR,32.95123431294678
FLR,57.78073868149325
FLS,54.376706433677526
FMC,61.92395552025417
FOX,30.527451668092386
FOXA,30.90526775021386
FRT,130.10448768864177
FTI,40.183669579030976
FTV,61.097772277227726
GD,139.30958697378873
GE,26.526341540905477
GGP,24.568649722001588
GILD,82.47280142970611
GIS,55.62522637013503
GLW,21.529936457505958
GM,34.55298649722002
GOOG,725.4033527179488
GOOGL,682.2338471803018
GPC,89.453343923749
GPN,56.99956711675934
GPS,32.990484511517074
GRMN,47.423831215250196
GS,187.52845909451946
GT,27.4601909451946
GWW,230.3670929308975
HAL,46.96837172359015
HAS,70.86050833995235
HBAN,10.621371564733916
HBI,23.451944003177125
HCA,68.16123907863384
HCN,67.71785941223193
HCP,37.48071485305798
HD,114.97284352660841
HES,64.43174741858618
HIG,41.79652899126291
HII,133.8001985702939
HLT,66.30644927536233
HOG,56.652883240667194
HOLX,32.32529308975377
HON,106.2459968228753
HP,69.69231930103257
HPE,18.030877796901894
HPQ,15.938468158347677
HRB,28.73061159650516
HRL,29.837982525814137
HRS,83.75922160444797
HSIC,69.89932883240668
HST,18.7644805401112
HSY,98.14443208895949
HUM,162.81292295472596
IBM,167.2619261318507
ICE,48.75515948963317
IDXX,89.212149324861
IFF,111.8052343129468
ILMN,157.11617712470215
INCY,80.25800881652106
INFO,33.835076335877865
INTC,31.831530738681494
INTU,99.10979825258141
IP,48.56741064336775
IPG,20.157347895154885
IQV,67.56620718462824
IR,67.16438443208897
IRM,33.550075456711674
ISRG,201.97538983320095
IT,86.76625893566323
ITW,102.25405480540111
IVZ,33.97203335980937
JBHT,83.04664376489276
JCI,40.9254868943606
JEC,51.99983320095314
JNJ,107.3415647339158
JNPR,24.629050833995233
JPM,67.64323272438443
JWN,58.263907863383636
K,67.75897140587767
KEY,14.176497220015884
KHC,82.18708396946565
KIM,23.593343923749007
KLAC,72.39090309769658
KMB,114.80027005559968
KMI,29.065814138204924
KMX,56.295448768864176
KO,42.11642573471009
KORS,59.023749007148524
KR,28.496989674344718
KSS,50.808693407466244
KSU,101.00065131056394
L,43.3311656076251
LB,66.44763701350277
LEG,41.99123113582208
LEN,44.662999761715646
LH,119.69945988880063
LKQ,30.089416997617157
LLL,129.97149324861
LLY,70.98427323272438
LMT,207.02929308975376
LNC,53.48462271644162
LNT,32.78664019062748
LOW,65.2080778395552
LRCX,89.42768943606036
LUK,23.72077442414615
LUV,37.49858610007943
LYB,86.31923749007149
M,45.029702144559174
MA,93.2537791898332
MAA,83.38066719618745
MAC,69.73243050039714
MAR,72.89574821286736
MAS,28.146671961874507
MAT,30.843691024622718
MCD,114.19626687847499
MCHP,54.42401509134234
MCK,169.7745909451946
MCO,97.52048451151707
MDLZ,39.08115567911041
MDT,71.16799046862589
MET,49.466858617950756
MGM,23.619968228752978
MHK,180.09055996822875
MKC,83.32607625099286
MLM,155.61359809372516
MMC,58.853677521842734
MMM,160.30633042096903
MNST,39.06191382049246
MO,53.76911834789516
MON,108.6824940428912
MOS,38.01189833200954
MPC,46.086600476568705
MRK,56.32106751389992
MRO,23.824634630659254
MS,34.73113979348689
MSFT,51.06308061953931
MSI,70.40389992057187
MTB,128.11027005559967
MTD,356.29749801429705
MU,22.972592613185068
MYL,44.935482922954726
NAVI,15.370585416666668
NBL,46.318931691818904
NCLH,44.11788721207307
NDAQ,53.54083796664018
NEE,109.50706910246227
NEM,29.030659253375696
NFLX,94.9061521048451
NFX,32.93565131056394
NI,29.365881652104843
NKE,48.7783117553614
NLSN,43.47895949166005
NOC,176.49545671167593
NOV,52.1737728355838
NRG,22.47736298649722
NSC,98.16047656870532
NTAP,37.09128832406672
NTRS,71.67401747418586
NUE,50.693852263701345
NVDA,56.369368149324856
NWL,38.56042891183479
NWS,14.797733105218134
NWSA,14.714502566295979
O,51.16760635559131
OKE,49.334491660047654
OMC,74.26488482922956
ORCL,40.386626093874305
ORLY,204.41181731532964
OXY,78.61292692613185
PAYX,49.959312946783164
PBCT,15.797397855440828
PCAR,60.581024622716434
PCG,53.163212152501984
PCLN,1312.8735377283558
PDCO,42.96748610007943
PEG,40.632684670373315
PEP,97.46815726767277
PFE,32.183407466243054
PFG,50.79669579030977
PG,83.04609610802224
PGR,32.02709293089754
PH,125.73336775218426
PHM,20.81787529785544
PKG,74.86203733121525
PKI,49.950826052422556
PLD,45.89808975377284
PM,93.06009531374107
PNC,95.0664257347101
PNR,63.06738681493248
PNW,67.56025416997618
PPG,100.19876092136617
PPL,34.058853137410644
PRGO,125.79861239078635
PRU,87.04399523431294
PSA,198.5062569499603
PSX,78.2518149324861
PVH,111.75251787132646
PWR,29.912688641779187
PX,122.84086576648133
PXD,163.77706910246226
PYPL,46.165045801526716
QCOM,63.9409610802224
QRVO,62.22192061459667
RCL,75.36123510722796
RE,182.90292295472597
REG,62.450405083399524
REGN,381.8330996822875
RF,10.935607625099285
RHI,46.23563145353455
RHT,72.3123828435266
RJF,58.640460683081805
RL,128.2488760921366
RMD,59.491389992057194
ROK,123.759253375695
ROP,172.0563860206513
ROST,49.912248212867354
RRC,50.64830023828435
RSG,45.566632247815726
RTN,118.53730738681493
SBAC,108.76632684670372
SBUX,48.352245830023826
SCG,57.278435266084195
SCHW,30.988927720413024
SEE,40.47375694996028
SHW,261.4510961080222
SIG,93.30293884034948
SJM,115.25293884034949
SLB,81.90536139793487
SLG,104.53598888006354
SNA,139.28999205718824
SNI,71.31920571882446
SNPS,51.67672525814138
SO,46.636775218427324
SPG,176.54747418586177
SPGI,101.22704924543288
SRCL,106.74580381254965
SRE,101.34629070691024
STI,43.320921366163624
STT,73.2597855440826
STX,44.437953137410645
STZ,124.71170770452741
SWK,106.7277045274027
SWKS,68.00707227958696
SYF,30.792302927927928
SYK,101.48760127084988
SYMC,24.17285631453535
SYY,43.07771247021445
T,36.39980492454328
TAP,77.35028594122319
TDG,215.10420174741859
TEL,64.16305798252581
TGT,67.84036536934074
TIF,84.41141382049246
TJX,66.74356632247816
TMK,59.90842255758538
TMO,134.2470611596505
TPR,41.77202541699762
TRIP,67.33374424146147
TROW,77.92850277998411
TRV,105.29890786338365
TSCO,72.85973312152501
TSN,49.4296981731533
TSS,43.71605242255759
TWX,78.45477164416204
TXN,58.868926926131856
TXT,40.43536139793487
UA,23.723081896551726
UAA,29.28825853852264
UAL,53.16538125496425
UDR,32.10366957903098
UHS,106.13315329626688
ULTA,170.17217712470216
UNH,121.0032565528197
UNM,36.80374900714853
UNP,96.53719618745036
UPS,102.54175536139795
URI,90.21018268467037
USB,43.86176727561556
UTX,108.30878474980143
V,71.0519837172359
VAR,86.03756949960287
VFC,60.902330579825254
VIAB,56.57219221604448
VLO,57.61354249404289
VMC,89.3984154090548
VNO,94.93519062748213
VRSK,72.76034630659254
VRSN,71.58306671961876
VRTX,101.61113502779983
VTR,65.03783161239079
VZ,49.00809451945989
WAT,131.31683478951547
WBA,73.09200158856235
WDC,75.95472589356632
WEC,52.32333995234313
WFC,50.4295194598888
WHR,162.13520254169975
WLTW,133.93820075757574
WM,55.988173153296266
WMB,36.58758538522637
WMT,75.42371723590152
WRK,51.19894259818731
WU,18.520480540111198
WY,31.483157267672755
WYN,79.04867355043686
WYNN,133.34714376489276
XEC,109.53418586179508
XEL,36.78365766481335
XL,35.31509928514694
XLNX,49.833474185861796
XOM,87.66844718030183
XRAY,53.82188244638602
XRX,40.48680698967434
XYL,41.43409451945989
YUM,75.45100873709293
ZBH,105.60629070691026
ZION,32.171790309769655
ZTS,45.098648133439234
